BeachId,Site,Longitude,Latitude,Date,Enterococci (cfu/100ml)
660.0,Ourimbah Creek,151.4400667,-33.32653333,2010-04-28 00:00:00+00:00,71.0
630.0,San Remo ,151.51475,-33.2207,2010-04-30 00:00:00+00:00,2.0
801.0,Terrigal Sailboards,151.4387,-33.4392,,
646.0,Toukley Aquatic,151.5391167,-33.26253333,2010-04-30 00:00:00+00:00,8.0
658.0,Tumbi Umbi Creek ,151.4477667,-33.35693333,2010-04-28 00:00:00+00:00,185.0
659.0,Wyong River,151.4243167,-33.29251667,2010-04-28 00:00:00+00:00,29.0
851.0,Flynns Beach,152.926447,-31.44233,2010-04-06 00:00:00+00:00,0.0
853.0,Rainbow Beach,152.84007,-31.588489,2010-04-06 00:00:00+00:00,0.0
850.0,Town Beach,152.919817,-31.429038,2010-04-06 00:00:00+00:00,2.0
149.0,Salt Pan Cove Baths,151.30322,-33.64917,2010-02-21 00:00:00+00:00,0.0
152.0,Winji Jimmi Bay,151.30326,-33.66138,2010-02-21 00:00:00+00:00,0.0
771.0,Back Lake,149.9293,-36.883801,2010-02-17 00:00:00+00:00,2.0
778.0,Cuttagee Inlet,150.053813,-36.48767,2010-02-17 00:00:00+00:00,0.0
790.0,Kianinny Bay,149.982331,-36.737096,2010-02-17 00:00:00+00:00,38.0
782.0,Mitches Jetty (Merimbula),149.918694,-36.893674,2010-02-17 00:00:00+00:00,27.0
787.0,Spencer Park,149.9202,-36.889,2010-02-17 00:00:00+00:00,24.0
789.0,Wallaga Lake Bridge,150.076104,-36.358981,2010-02-17 00:00:00+00:00,40.0
70.0,Little Sirius Cove,151.23581,-33.84167,2010-04-27 00:00:00+00:00,3.0
89.0,Sangrado Baths,151.238332,-33.798046,2009-10-13 00:00:00+00:00,2.0
580.0,South Sawtell Beach,153.102813,-30.37695641,2003-01-13 00:00:00+00:00,1.0
